Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GWAScatalog	Fish- and plant-related diet	180	23	1.75E-14	2.21E-12	SLC45A1:RERE:SLC17A2:HFE:BTN3A3:BTN2A1:ABT1:ZNF322:POM121L2:OR2B2:ZKSCAN8:PGBD1:ZSCAN31:ZKSCAN3:ZSCAN12:ZSCAN23:OR2J2:OR5V1:OR12D3:SGK223:LAYN:SIK2:PPP2R1B	
GWAScatalog	Lymphocyte percentage of white cells	314	29	3.62E-14	4.45E-12	PTPRC:IL18RAP:PLCL2:ZBTB38:KLF3:IL7R:CAMK4:TNFAIP8:NDFIP1:HIVEP1:BACH2:JAZF1:IKZF1:TRAF1:IL2RA:GATA3:FADS2:HDAC7:ITPKA:LTK:IKZF3:GSDMA:PSMD3:CSF3:STAT5B:BCL2:KLF2:ZGPAT:TEF	
GWAScatalog	Chronic obstructive pulmonary disease or resting heart rate (pleiotropy)	62	15	4.16E-14	4.98E-12	PEX14:RUVBL1:EEFSEC:KIFC1:PHF1:CUTA:SYNGAP1:MIR5004:ITPR3:IP6K3:LEMD2:MLN:ZSWIM8:ZSWIM8-AS1:RP11-574K11.31:NDST2	
GWAScatalog	White blood cell count	485	35	1.28E-13	1.49E-11	RERE:KIF1B:PTPRC:LBH:MECOM:KLF3:IL7R:TNFAIP8:SLC22A5:NDFIP1:DEF6:BACH2:AHI1:TRAF1:PKN3:IL2RA:ZNF365:CFL1:SNX32:HDAC7:RAD51B:CHP1:GSDMB:ORMDL3:GSDMA:PSMD3:CSF3:SNORD124:THRA:NR1D1:RAPGEFL1:PSMC3IP:SPATA32:BCL2:KLF2	
GWAScatalog	Asthma and hay fever	20	10	1.58E-13	1.79E-11	IL1RL1:TLR1:SLC25A46:WDR36:IL33:IL2RA:SMAD3:CLEC16A:IKZF3:GSDMA	
GWAScatalog	Vitiligo	101	17	4.93E-13	5.45E-11	RERE:PTPRC:UBE2E2:LPP:BACH2:NEK6:IL2RA:FADS2:TREH:DDX6:PMEL:CDK2:RAB5B:SUOX:ZC3H7B:TEF:TOB2	
GWAScatalog	Lymphocyte count	424	31	2.43E-12	2.62E-10	RERE:RUNX3:PTPRC:IL18RAP:SLC9A4:CCDC66:ZBTB38:KLF3:IL7R:CAMK4:TNFAIP8:IL13:DEF6:BACH2:JAZF1:IKZF1:TRAF1:IL2RA:GATA3:HDAC7:SBNO1:RILPL2:RAD51B:CLEC16A:IKZF3:STAT5B:SPATA32:BCL2:KLF2:ZNF217:ZC3H7B	
GWAScatalog	Schizophrenia	673	39	4.82E-12	5.08E-10	SLC45A1:RERE:DPP4:HSPD1:HSPE1-MOB4:MOB4:PLCL1:HFE:POM121L2:ZKSCAN3:ZSCAN23:OR12D3:SYNGAP1:LEMD2:KDM4C:ZNF365:ARL3:CYP17A1:SYT13:MYO1A:STAT6:LRP1:ACADS:ABCB9:OGFOD2:ARL6IP4:PITPNM2:MPHOSPH9:CDK2AP1:SBNO1:hsa-mir-8072:RILPL2:RORA:ADAMTSL3:FURIN:XPNPEP3:L3MBTL2:RANGAP1:ZC3H7B:WBP2NL	
GWAScatalog	Asthma (time to onset)	9	7	8.94E-12	9.19E-10	IL1RL1:IL33:RORA:IL4R:ZPBP2:GSDMB:GSDMA	
GWAScatalog	Neutrophil percentage of white cells	292	24	7.12E-11	7.17E-09	IL1RL1:IL18R1:ZBTB38:KLF3:IL7R:RAD50:ADAM19:HIVEP1:JAZF1:IKZF1:IL33:IL2RA:GATA3:FADS2:HDAC7:SBNO1:ITPKA:CLEC16A:CSF3:STAT5B:BCL2:KLF2:ZGPAT:TEF	
GWAScatalog	Celiac disease	119	16	8.20E-11	8.07E-09	RUNX3:TNFSF4:IL1RL1:IL18R1:IL18RAP:SLC9A4:LPP:ADAD1:IL21:IL21-AS1:BACH2:THEMIS:TNFAIP3:TREH:DDX6:CLEC16A	
GWAScatalog	Eosinophilic esophagitis	34	10	9.16E-11	8.81E-09	WDR36:RAD50:JAZF1:C11orf30:LRRC32:STAT6:RORA:SMAD3:DEXI:CLEC16A	
GWAScatalog	Adult asthma	25	9	1.02E-10	9.65E-09	IL1RL1:STAT6:LRP1:RORA:CLEC16A:ERBB2:ZPBP2:GSDMB:ORMDL3	
GWAScatalog	Rheumatoid arthritis (ACPA-positive)	67	12	6.49E-10	5.98E-08	TNFSF4:PTPRC:LBH:TNFAIP3:TRAF1:IL2RA:GATA3:DDX6:RAD51B:IKZF3:GSDMB:ORMDL3	
GWAScatalog	Chronic inflammatory diseases (ankylosing spondylitis	137	16	6.95E-10	6.27E-08	RORC:IL18R1:IL21:NDFIP1:BACH2:JAZF1:IL2RA:ZNF365:MYRF:HDAC7:UBAC2:SMAD3:CLEC16A:NOD2:ZPBP2:TNFRSF6B	
GWAScatalog	Bronchial hyperresponsiveness in asthma	5	5	1.02E-09	9.06E-08	PNMT:IKZF3:GSDMB:ORMDL3:GSDMA	
GWAScatalog	Itch intensity from mosquito bite	57	11	1.46E-09	1.27E-07	RUNX3:HRNR:LPP:IL21:IRF1:RAD50:IKZF1:LRRC32:STAT6:LRP1:RTF1	
GWAScatalog	Monocyte percentage of white cells	342	24	1.76E-09	1.50E-07	KIF1B:UBXN11:CD52:ADAMTS4:PTPRC:LINC00299:MECOM:LPP:KLF3:IL7R:NDFIP1:BACH2:AHI1:JAZF1:IKZF1:FADS2:DDX6:SPPL3:RAD51B:GSDMB:PSMD3:RAPGEFL1:BCL2:MEI1	
GWAScatalog	Alopecia areata	77	12	3.44E-09	2.87E-07	TNFSF4:LPP:ADAD1:IL21:IL13:OR2J2:IL2RA:ZNF365:LRRC32:PLXNC1:DEXI:CLEC16A	
GWAScatalog	Systemic sclerosis	78	12	4.01E-09	3.29E-07	TNFSF4:POGLUT1:ATG5:TNFAIP3:TREH:DDX6:IKZF3:ZPBP2:GSDMB:ORMDL3:LRRC3C:GSDMA	
GWAScatalog	Medication use (antihistamines for systemic use)	6	5	6.06E-09	4.88E-07	D2HGDH:SLC25A46:WDR36:IL33:STAT6	
GWAScatalog	Pediatric autoimmune diseases	40	9	1.11E-08	8.61E-07	IL18R1:IL21:IL2RA:ZNF365:SUOX:SMAD3:NOD2:IKZF3:TNFRSF6B	
GWAScatalog	Primary biliary cirrhosis	40	9	1.11E-08	8.61E-07	POGLUT1:IL7R:DDX6:RAD51B:CLEC16A:IKZF3:ZPBP2:GSDMB:ORMDL3	
GWAScatalog	Waist-hip index	565	30	1.16E-08	8.89E-07	ADORA1:SENP7:TNFAIP8:SLC17A2:BTN2A1:ABT1:LINC00240:OR5V1:SCUBE3:ARMC2:ITGB8:JAZF1:CFL1:SNX32:SIK2:HDAC7:ABCB9:PITPNM2:MPHOSPH9:SBNO1:RILPL2:SMAD3:AAGAB:ADAMTSL3:CLEC16A:STAT5B:MLX:BCL2:RANGAP1:ZC3H7B	
GWAScatalog	Asthma and major depressive disorder	88	12	1.64E-08	1.22E-06	RERE:POM121L2:OR2B2:ZKSCAN8:PGBD1:ZSCAN31:ZKSCAN3:ZSCAN12:ZSCAN23:OR2J2:OR5V1:OR12D3	
GWAScatalog	Serum metabolite ratios in chronic kidney disease	20	7	1.65E-08	1.22E-06	MYRF:TMEM258:FEN1:FADS2:FADS1:MIR1908:ACADS:SPPL3	
GWAScatalog	Hip circumference adjusted for BMI	860	38	1.86E-08	1.35E-06	KIF1B:SUSD5:CCDC66:ZBTB38:MECOM:TNFAIP8:HFE:ZNF322:LINC00240:POM121L2:OR2B2:ZKSCAN3:OR2J2:OR5V1:SCUBE3:DEF6:BACH2:ITGB8:JAZF1:ARL3:OVOL1:CRYAB:SPPL3:ABCB9:PITPNM2:MPHOSPH9:SBNO1:RILPL2:RAD51B:RAD51:RORA:SMAD3:IQCH:ADAMTSL3:CLEC16A:NMT1:PLCD3:ACBD4	
GWAScatalog	Nasal polyps	13	6	2.53E-08	1.80E-06	IL1RL1:IL18R1:BACH2:IL33:GATA3:MYRF	
GWAScatalog	Anorexia nervosa	153	15	2.65E-08	1.86E-06	SLC45A1:RERE:HSPE1-MOB4:MOB4:PLCL1:ZSCAN31:ZKSCAN3:ARL3:FADS2:FADS3:ACADS:SPPL3:PITPNM2:MPHOSPH9:FURIN:L3MBTL2	
GWAScatalog	Neutrophil count	370	23	3.73E-08	2.55E-06	RERE:KIF1B:LBH:PLCL1:NDFIP1:ADAM19:HIVEP1:DEF6:BACH2:AHI1:IKZF1:PKN3:FADS2:CFL1:SNX32:SBNO1:RAD51B:ITPKA:FURIN:PSMD3:CSF3:BCL2:ZGPAT	
GWAScatalog	Plateletcrit	463	26	3.74E-08	2.55E-06	CEP85:PTPRC:SLC9A2:SENP7:MECOM:IRF1:NDFIP1:IP6K3:ZNF76:BACH2:AHI1:IKZF1:PKN3:FADS2:HDAC7:MPHOSPH9:SBNO1:RAD51B:RCOR1:RMI2:ITGA2B:NMT1:BCL2:RTEL1:ZGPAT:CCDC134	
GWAScatalog	Atopic march	14	6	4.36E-08	2.92E-06	IL4:KIF3A:AP5B1:OVOL1:LRRC32:IKZF3	
GWAScatalog	Childhood asthma with severe exacerbations	8	5	5.51E-08	3.64E-06	IL1RL1:WDR36:IL13:IL33:GSDMB	
GWAScatalog	Selective IgA deficiency	35	8	6.47E-08	4.21E-06	LINC00299:IL21:AHI1:IL2RA:GATA3:CLEC16A:IKZF3:ORMDL3	
GWAScatalog	Bipolar disorder	511	27	7.09E-08	4.53E-06	ADAD1:IL21:HIVEP2:MYRF:TMEM258:MIR611:FEN1:FADS2:FADS1:MIR1908:FADS3:ACTN3:CTSF:LAYN:HDAC7:SMAD3:AAGAB:IQCH:FURIN:ERBB2:LRRC3C:GSDMA:PSMD3:CSF3:SNORD124:THRA:XPNPEP3:RBX1	
GWAScatalog	Pancreatic ductal adenocarcinoma	15	6	7.17E-08	4.53E-06	STARD3:TCAP:PNMT:PGAP3:ERBB2:THRA	
GWAScatalog	Mosquito bite size	83	11	8.83E-08	5.50E-06	RUNX3:LINC00299:LPP:IL21:PDLIM4:SLC22A5:KIF3A:BACH2:IKZF1:STAT6:IL21R	
GWAScatalog	Subcortical volume (MOSTest)	522	27	1.09E-07	6.69E-06	DPP4:HSPD1:HSPE1-MOB4:MOB4:PLCL1:KLF3:ACSL6:IL3:CSF2:PDLIM4:SLC22A5:SLC17A2:HFE:BTN3A3:BTN2A1:ABT1:ZNF322:POM121L2:OR2B2:ZKSCAN8:PGBD1:ZSCAN31:ZKSCAN3:ZSCAN12:ZSCAN23:OR2J2:OR5V1:OR12D3	
GWAScatalog	Psoriasis	123	12	6.96E-07	4.22E-05	SLC45A1:RUNX3:PLCL2:IL13:IL4:TNFAIP3:ZNF365:AP5B1:CFL1:UBAC2:TRIM47:TRIM65	
GWAScatalog	Chronic obstructive pulmonary disease	147	13	7.46E-07	4.46E-05	EEFSEC:ZBTB38:MECOM:ADAM19:C5orf52:BTN2A1:OR2B2:ZSCAN12:OR12D3:ARMC2:ITGB8:ADAMTSL3:THRA	
GWAScatalog	Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)	34	7	9.45E-07	5.58E-05	RUNX3:IL21:IRF1:IL6:JAZF1:IL2RA:RMI2	
GWAScatalog	Leprosy	23	6	1.30E-06	7.55E-05	BATF3:IL18R1:IL18RAP:IL4R:IL21R:NOD2	
GWAScatalog	Meat-related diet	68	9	1.35E-06	7.74E-05	ZC3H7B:TEF:TOB2:ACO2:PMM1:DESI1:XRCC6:MEI1:CCDC134	
GWAScatalog	Hodgkin's lymphoma	51	8	1.40E-06	7.94E-05	LPP:IL13:ITPR3:IP6K3:AHI1:TNFAIP3:GATA3:CLEC16A	
GWAScatalog	Medication use (thyroid preparations)	88	10	1.46E-06	8.20E-05	LINC00299:LPP:CAMK4:BACH2:NEK6:IL2RA:FADS2:RAD51B:NOD2:ZC3H7B	
GWAScatalog	Waist-to-hip ratio adjusted for BMI	795	32	1.96E-06	0.00010824	ADORA1:SENP7:TNFAIP8:SLC17A2:BTN2A1:ABT1:OR5V1:ARMC2:ITGB8:ABCB5:JAZF1:ARL3:CYP17A1:OVOL1:CFL1:SNX32:SIK2:HDAC7:ABCB9:PITPNM2:MPHOSPH9:SBNO1:RILPL2:SMAD3:AAGAB:ADAMTSL3:CLEC16A:STAT5B:MLX:BCL2:RANGAP1:ZC3H7B	
GWAScatalog	Plasma omega-3 polyunsaturated fatty acid levels (alphalinolenic acid)	7	4	2.18E-06	0.000117518	FEN1:FADS2:FADS3:RAB3IL1	
GWAScatalog	Nodular sclerosis Hodgkin lymphoma	7	4	2.18E-06	0.000117518	LPP:AHI1:GATA3:CLEC16A	
GWAScatalog	IgE levels	15	5	2.69E-06	0.000143657	LPP:RAD50:IL13:STAT6:IL4R	
GWAScatalog	Blond vs. brown/black hair color	141	12	2.98E-06	0.000156896	SLC45A1:PEX14:ZBTB38:IL6:JAZF1:ERMP1:KIAA2026:NEK6:MYRF:OVOL1:RAD51B:WIPF2	
GWAScatalog	Craniofacial microsomia	40	7	3.02E-06	0.000157009	GATA3:LINC00708:DCAKD:NMT1:PLCD3:ACBD4:HEXIM1	
GWAScatalog	Male-pattern baldness	221	15	3.08E-06	0.000158286	PEX14:CLIC4:RUNX3:HRNR:ZBTB38:MYRF:TMEM258:FEN1:FADS2:RORA:PLCD3:ACBD4:HEXIM1:SPATA32:BCL2	
GWAScatalog	Platelet count	584	26	3.11E-06	0.000158286	KIF1B:UBXN11:MECOM:IRF1:NDFIP1:HFE:IP6K3:IKZF1:PKN3:FEN1:FADS2:CFL1:SNX32:HDAC7:ABCB9:PITPNM2:MPHOSPH9:RAD51B:RCOR1:RMI2:FBXL20:FAM171A2:ITGA2B:BCL2:ARFRP1:ZGPAT	
GWAScatalog	Tourette syndrome	97	10	3.59E-06	0.000180477	DPP4:ABCB9:OGFOD2:ARL6IP4:PITPNM2:MPHOSPH9:CDK2AP1:SBNO1:hsa-mir-8072:RILPL2	
GWAScatalog	Delta-5 desaturase activity response to n3-polyunsaturated fat supplement	3	3	4.07E-06	0.000202344	MYRF:FEN1:FADS2	
GWAScatalog	Prostate cancer	318	18	4.31E-06	0.000211687	PEX14:ZBTB38:MECOM:ARMC2:SESN1:CEP57L1:ITGB8:ABCB5:JAZF1:ARL3:CYP17A1:RAD51B:ZNF652:BCL2:RTEL1:TNFRSF6B:ARFRP1:ZGPAT	
GWAScatalog	Waist circumference adjusted for body mass index	672	28	4.58E-06	0.000222725	PLCL1:ZBTB38:TNFAIP8:SLC17A2:BTN3A3:ZNF322:POM121L2:OR5V1:SCUBE3:DEF6:ITGB8:ABCB5:JAZF1:ARL3:CFL1:SNX32:SIK2:HDAC7:PITPNM2:MPHOSPH9:SBNO1:RILPL2:RORA:SMAD3:AAGAB:IQCH:ADAMTSL3:BCL2	
GWAScatalog	Plasma omega-6 polyunsaturated fatty acid levels (gamma-linolenic acid)	17	5	5.41E-06	0.000260099	SLC45A1:FEN1:FADS2:FADS3:RAB3IL1	
GWAScatalog	Bipolar I disorder	82	9	6.58E-06	0.000312993	MYRF:TMEM258:MIR611:FEN1:FADS2:FADS1:MIR1908:FADS3:XPNPEP3:RBX1	
GWAScatalog	A body shape index	395	20	6.81E-06	0.000320492	PLCL1:TNFAIP8:ABT1:ZNF322:OR5V1:ITGB8:JAZF1:OVOL1:SIK2:HDAC7:ABCB9:PITPNM2:MPHOSPH9:SBNO1:RILPL2:RORA:SMAD3:AAGAB:ADAMTSL3:BCL2	
GWAScatalog	Neuroticism	129	11	7.55E-06	0.000351721	RBX1:L3MBTL2:RANGAP1:ZC3H7B:TEF:TOB2:ACO2:PMM1:DESI1:XRCC6:MEI1	
GWAScatalog	Serum metabolite levels	333	18	8.12E-06	0.000374241	S100A10:D2HGDH:PDLIM4:SLC22A5:SHARPIN:IL33:GLDC:KDM4C:MYRF:TMEM258:FEN1:FADS2:FADS1:MIR1908:TREH:MLEC:ACADS:SPPL3:FBXL20	
GWAScatalog	Plasma omega-6 polyunsaturated fatty acid levels (arachidonic acid)	19	5	9.90E-06	0.000451487	SLC22A5:FEN1:FADS2:FADS3:RAB3IL1	
GWAScatalog	Primary sclerosing cholangitis	32	6	1.03E-05	0.000465561	IL21:BACH2:IL2RA:SIK2:HDAC7:CLEC16A	
GWAScatalog	Asthma and attention deficit hyperactivity disorder	10	4	1.26E-05	0.000562142	ITPR3:IP6K3:LEMD2:MLN	
GWAScatalog	Systemic lupus erythematosus and Systemic sclerosis	20	5	1.30E-05	0.000576271	TNFSF4:ATG5:TNFAIP3:JAZF1:IKZF3	
GWAScatalog	Type 2 diabetes or prostate cancer (pleiotropy)	34	6	1.49E-05	0.000646159	UBE2E2:EEFSEC:ZBTB38:JAZF1:CASC5:ARFRP1	
GWAScatalog	Autoimmune traits (pleiotropy)	34	6	1.49E-05	0.000646159	BACH2:TNFAIP3:IL2RA:GATA3:DDX6:ORMDL3	
GWAScatalog	Plasma omega-3 polyunsaturated fatty acid level (eicosapentaenoic acid)	11	4	1.95E-05	0.000830271	FEN1:FADS2:FADS3:RAB3IL1	
GWAScatalog	Oleic acid (18:1n-9) levels	11	4	1.95E-05	0.000830271	FEN1:FADS2:FADS3:RAB3IL1	
GWAScatalog	Non-albumin protein levels	53	7	2.09E-05	0.000878902	RUNX3:ZBTB38:IKZF1:FADS2:TREH:DDX6:BCL2	
GWAScatalog	Lung cancer in ever smokers	119	10	2.22E-05	0.000928476	BTN2A1:ABT1:ZNF322:LINC00240:OR2B2:ZSCAN31:ZSCAN23:OR2J2:KIFC1:FADS2	
GWAScatalog	Triglyceride levels	548	23	2.93E-05	0.001212513	LPP:TNFAIP8:ADAM19:SOX30:OR5V1:ARMC2:JAZF1:SEC61B:KIF11:FADS2:FADS3:SIK2:LRP1:RORA:CDK12:NEUROD2:STARD3:PGAP3:NAGLU:PLCD3:ZNF652:BCL2:SLC7A10	
GWAScatalog	Polycystic ovary syndrome	39	6	3.38E-05	0.001383835	IRF1:RAD50:RAB5B:SUOX:ERBB2:IKZF3	
GWAScatalog	Serum omega-3 polyunsaturated fatty acid concentration in metabolic syndrome	5	3	3.97E-05	0.001613047	AHI1:MYRF:FADS2	
GWAScatalog	Red blood cell fatty acid levels	13	4	4.12E-05	0.001643177	FEN1:FADS2:FADS3:RAB3IL1	
GWAScatalog	Plasma omega-6 polyunsaturated fatty acid levels (adrenic acid)	13	4	4.12E-05	0.001643177	FEN1:FADS2:FADS3:RAB3IL1	
GWAScatalog	Lung cancer	189	12	5.72E-05	0.002258954	PLCL2:BTN2A1:ABT1:ZNF322:LINC00240:OR2B2:PGBD1:ZSCAN31:ZSCAN12:ZSCAN23:OR2J2:KIFC1	
GWAScatalog	Chronic obstructive pulmonary disease or coronary artery disease (pleiotropy)	15	4	7.67E-05	0.003004202	SIX5:DMPK:SYMPK:FOXA3	
GWAScatalog	Red blood cell count	509	21	8.27E-05	0.003208363	PTPRC:PLCL2:UBE2E2:SENP7:ZBTB38:MECOM:HIVEP1:HFE:BACH2:IKZF1:MYRF:TMEM258:PPP2R1B:ACADS:RAD51B:INO80:RORA:NEUROD2:BCL2:SLC7A10:ZNF217	
GWAScatalog	Plasma omega-6 polyunsaturated fatty acid levels (dihomo-gamma-linolenic acid)	16	4	0.000101001	0.003852827	FEN1:FADS2:FADS3:RAB3IL1	
GWAScatalog	Plasma omega-3 polyunsaturated fatty acid levels (docosapentaenoic acid)	16	4	0.000101001	0.003852827	FEN1:FADS2:FADS3:RAB3IL1	
GWAScatalog	Height	1106	35	0.000106064	0.004011395	CLIC4:LBH:ZBTB38:MECOM:PDLIM4:SLC22A5:NDFIP1:SLC17A2:ZNF322:OR2B2:OR5V1:IP6K3:SCUBE3:ZNF76:DEF6:BACH2:TMEM196:JAZF1:IKZF1:GLDC:FADS2:TREH:DDX6:STAT6:LRP1:SBNO1:RILPL2:RAD51B:RTF1:RORA:SMAD3:ADAMTSL3:GRB7:ACBD4:ZNF652	
GWAScatalog	Basophil percentage of white cells	119	9	0.000129255	0.004847062	LINC00299:IL18RAP:PLCL2:IL7R:AHI1:IKZF1:RAD51B:BCL2:ARFRP1	
GWAScatalog	Helicobacter pylori serologic status	7	3	0.000135781	0.005006916	KLF3:TLR1:FAM114A1	
GWAScatalog	Asthma with severe exacerbations	7	3	0.000135781	0.005006916	DPP4:GRB7:IKZF3	
GWAScatalog	Gastroesophageal reflux disease	71	7	0.000140608	0.005142075	BTN3A3:BTN2A1:MLN:HIVEP2:CDK2:RAB5B:SUOX	
GWAScatalog	Celiac disease and Rheumatoid arthritis	33	5	0.000168016	0.006094019	PTPRC:LBH:BACH2:TNFAIP3:DDX6	
GWAScatalog	Albumin-globulin ratio	52	6	0.000176917	0.006364699	RUNX3:IKZF1:FADS2:AP5B1:MPHOSPH9:BCL2	
GWAScatalog	Squamous cell lung carcinoma	99	8	0.000193164	0.006893168	GNPDA1:NDFIP1:BTN3A3:ZNF322:OR2B2:PGBD1:ZSCAN12:OR2J2	
GWAScatalog	Phosphorus levels	19	4	0.000207075	0.00733045	ITPR3:IP6K3:LEMD2:MLN	
GWAScatalog	Hemoglobin levels	319	15	0.000214667	0.007421176	ZBTB38:SLC17A2:HFE:POM121L2:OR2B2:PGBD1:OR2J2:OR12D3:IKZF1:MYRF:TMEM258:FEN1:FADS2:FBXL20:STARD3	
GWAScatalog	Serum protein levels (sST2)	8	3	0.000214669	0.007421176	IL1RL1:IL18RAP:SLC9A4	
GWAScatalog	Laryngeal squamous cell carcinoma	8	3	0.000214669	0.007421176	FEN1:FADS2:FADS3	
GWAScatalog	Itch intensity from mosquito bite adjusted by bite size	102	8	0.000237374	0.008112933	RUNX3:LINC00299:IL21:IRF1:KIF3A:IKZF1:STAT6:LTK	
GWAScatalog	Alanine aminotransferase levels	287	14	0.000238346	0.008112933	CYFIP2:HFE:ZKSCAN8:DEF6:JAZF1:GLDC:KDM4C:FADS2:SETD8:RILPL2:RORA:UNK:BCL2:CCDC134	
GWAScatalog	White blood cell count (neutrophil)	2	2	0.000255552	0.008502391	PSMD3:CSF3	
GWAScatalog	Serum IgE levels	2	2	0.000255552	0.008502391	IL4R:IL21R	
GWAScatalog	Oligoclonal band status in multiple sclerosis	2	2	0.000255552	0.008502391	ELAC1:SMAD4	
GWAScatalog	Diastolic blood pressure	555	21	0.00026994	0.008914079	POU2F1:UBE2E2:SENP7:ZBTB38:MECOM:SLC22A5:IRF1:HFE:BTN3A3:ZNF365:ARL3:CYP17A1:SIK2:HDAC7:PLXNC1:SBNO1:INO80:FURIN:PLCD3:ZNF652:KLF2	
GWAScatalog	Mean corpuscular volume	558	21	0.000290013	0.009440132	PTPRC:PLCL2:MECOM:FAM114A1:SLC17A2:HFE:ZKSCAN8:BACH2:ARMC2:SESN1:IKZF1:CYC1:MYRF:HDAC7:ACADS:RAD51B:RMI2:NR1D1:BCL2:ZNF217:RTEL1	
GWAScatalog	HDL cholesterol levels	518	20	0.000290137	0.009440132	ADAMTS4:LBH:TNFAIP8:HFE:ZNF322:IP6K3:CEP57L1:HIVEP2:IKZF1:SEC61B:FADS2:FADS3:PPP2R1B:RAB5B:LRP1:SBNO1:RAD51B:SMAD3:STARD3:RAPGEFL1	
GWAScatalog	High density lipoprotein cholesterol levels	162	10	0.000294671	0.009448686	CD200R1L:IKZF1:FADS2:OVOL1:RAB5B:SETD8:RILPL2:LTK:RORA:ZGPAT	
GWAScatalog	FEV1	162	10	0.000294671	0.009448686	IL1RL1:EEFSEC:MECOM:CYFIP2:ADAM19:ARMC2:JAZF1:RAB5B:AAGAB:FBXL20	
GWAScatalog	Intelligence (MTAG)	228	12	0.000331666	0.01055842	DPP4:HFE:BTN2A1:ABT1:ZNF322:LINC00240:POM121L2:SUOX:PITPNM2:MPHOSPH9:CDK2AP1:CCDC134	
GWAScatalog	Educational attainment	59	6	0.000356437	0.011265969	PLCL1:ITPR3:PITPNM2:MPHOSPH9:SBNO1:RILPL2	
GWAScatalog	Inflammatory skin disease	60	6	0.000390767	0.012263439	SLC45A1:FLG-AS1:RAD50:ADAM19:TNFAIP3:POLI	
GWAScatalog	Lung function (FEV1/FVC)	168	10	0.000393684	0.012267975	IL1RL1:EEFSEC:MECOM:CYFIP2:ADAM19:ZKSCAN3:ARMC2:RAB5B:LRP1:AAGAB	
GWAScatalog	Serum metabolite levels (CMS)	61	6	0.000427626	0.013232491	IL33:KDM4C:MYRF:TMEM258:FADS2:FADS3	
GWAScatalog	Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis)	10	3	0.000449156	0.013707002	LPP:BACH2:IL2RA	
GWAScatalog	Hair shape	10	3	0.000449156	0.013707002	SLC45A1:GATA3:LINC00708	
GWAScatalog	Systolic blood pressure	704	24	0.000463135	0.014036805	RERE:CLIC4:ADORA1:ZBTB38:MECOM:HFE:JAZF1:ZNF365:ARL3:CYP17A1:SYT13:MYRF:OVOL1:HDAC7:INO80:FURIN:NKD1:NMT1:PLCD3:ACBD4:HEXIM1:ZNF652:BCL2:SERPINB7	
GWAScatalog	Psoriasis vulgaris	41	5	0.000477715	0.0143802	RUNX3:PLCL2:IL13:IL4:TNFAIP3	
GWAScatalog	Waist circumference adjusted for BMI in non-smokers	63	6	0.000509445	0.015231711	KIF1B:ZBTB38:ITGB8:JAZF1:SMAD3:ADAMTSL3	
GWAScatalog	Mean reticulocyte volume	423	17	0.000520848	0.015468146	PTPRC:PLCL2:FAM114A1:TNFAIP8:BACH2:ARMC2:IKZF1:KDM4C:FADS2:HDAC7:RAD51B:RCOR1:FBXL20:ZNF652:BCL2:ZNF217:TEF	
GWAScatalog	Mean spheric corpuscular volume	509	19	0.000615419	0.01815487	PTPRC:IL18R1:PLCL2:ZBTB38:LPP:TNFAIP8:HFE:ARMC2:IKZF1:KDM4C:PPP2R1B:RAD51B:RAD51:RORA:RMI2:FBXL20:UNK:BCL2:RTEL1	
GWAScatalog	White matter hyperintensities	26	4	0.000731081	0.021424074	DCAKD:NMT1:TRIM47:TRIM65	
GWAScatalog	Basal cell carcinoma	93	7	0.000742015	0.021601416	LPP:BACH2:GATA3:ZNF365:OVOL1:CFL1:UBAC2	
GWAScatalog	Asthma (time to event)	3	2	0.000758517	0.02165443	IL21-AS1:TEF	
GWAScatalog	Artificially sweetened beverage consumption	3	2	0.000758517	0.02165443	D2HGDH:KDM4C	
GWAScatalog	Eosinophilic esophagitis (pediatric)	3	2	0.000758517	0.02165443	WDR36:STAT6	
GWAScatalog	Hematological parameters	12	3	0.000804062	0.022807533	HFE:ORMDL3:GSDMA	
GWAScatalog	Pulmonary function (smoking interaction)	47	5	0.000904088	0.025481448	MECOM:RTP2:ADAM19:ARMC2:LRP1	
GWAScatalog	Autoimmune thyroid disease	71	6	0.000964854	0.026852058	RERE:LPP:CAMK4:BACH2:IL2RA:RAD51B	
GWAScatalog	Alcohol consumption	71	6	0.000964854	0.026852058	PLCL1:TLR1:STAT6:STARD3:TCAP:PNMT	
GWAScatalog	Stearic acid (18:0) levels	13	3	0.001032915	0.028369185	FEN1:FADS2:FADS3	
GWAScatalog	Eating disorders (purging via substances)	13	3	0.001032915	0.028369185	PKN3:ZDHHC12:ZER1	
GWAScatalog	Serum metabolite concentrations in chronic kidney disease	72	6	0.001038601	0.028369185	MAF1:MYRF:TMEM258:FADS2:ACADS:SPPL3	
GWAScatalog	Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction)	73	6	0.001116599	0.030312569	KIF1B:ZBTB38:ITGB8:JAZF1:SMAD3:ADAMTSL3	
GWAScatalog	Waist circumference adjusted for BMI (adjusted for smoking behaviour)	75	6	0.001285992	0.034216837	KIF1B:ZBTB38:ITGB8:JAZF1:SMAD3:ADAMTSL3	
